bodyType,color,description,engine,engineDisplacement,enginePower,fuelType,equipment_dict,mileage,card_type,brand,model_name,model_name2,name,datetime,parsing_unixtime,productionDate,sell_id,vehicleTransmission,Владельцы,ПТС,Привод,Руль,Состояние,Таможня,price,Владение
компактвэн,серебристый,Авто в идеальном состоянии.,1.7 л / 130 л.с. / Бензин,1.7 л , 130 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4762348/5399c54d2c8ef91501da6e52d18c7b8b/1200x900', 'km-age': 225000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'STREAM', 'modelName': 'Stream', 'power': 130, 'price': 350000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2001}",225 000 км,Б/у,Honda,Stream,I,1.7 AT (130 л.с.),2021-05-12 02:20:19.084181+03:00,1620775219,2001,№ 1102971625,автоматическая,3 или более,Оригинал,передний,Правый,Не требует ремонта,Растаможен,350 000 ₽,
седан,серебристый,"Машина в отличном состоянии. Своевременное обслуживание, как и положено хондам. По технической части все супер гуд, вложения не потребуются. Салон кожа, люк, климат контроль, датчики дождя и света, камера заднего вида с экраном на зеркале, музыка штатная, USB, электропривод сидений, подушки целые, сигнализация с автозапуском, дефлекторы окон, стоит защита, резина зима, лето бриджи 16, аккумулятор норм, работает абсолютно всё. Есть косяки по кузову, не критичные вообще. Аккорд очень надежный и не дорогой в обслуживании, валит будь любезен. В моих руках более 3-х лет. Обмен исключительно на 8 аккорда ( 2008-2011 года ) 2,4АТ, не более 4 владельцев, и точно не серебристого цвета, можно после ДТП, только чтоб была на ходу и не особо усталая от жизни. С доплатой или без, разумеется, в зависимости от того, что предложите. ",2.4 л / 190 л.с. / Бензин,2.4 л , 190 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1920751/f1e60945edd07eccb37a525ede478945/1200x900', 'km-age': 233000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 190, 'price': 600000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",233 000 км,Б/у,Honda,Accord,VII Рестайлинг,2.4 AT (190 л.с.),2021-05-12 02:20:19.937012+03:00,1620775219,2007,№ 1097916976,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,600 000 ₽,3 года и 1 месяц
седан,серый,"Заменено сцепление, грм с роликом, провода, свечи(иридий), двигатель после переборки 30000км с заменой колец, вкладышей, колпачков, сальников,масло только мобил 5w30 ни грамма не ест, ходовая в порядке , замена пружин пер.+зад,шаровые,сайлентблоки,зад.рычаги,тормоза в круг с дисками и барабанами,резина зима+лето на дисках.Из минусов:кузов устал нужен сварщик, нужно поменять левую палку привода, продажа только по ДКП т. к. запрет на рег. действия. Машина на ходу, вопросы по телефону. Просьба звонить понимающий людям.",1.5 л / 115 л.с. / Бензин,1.5 л , 115 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4581701/b1d6591669ea100ca3065605688f635f/1200x900', 'km-age': 30000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 115, 'price': 125000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1998}",30 000 км,Б/у,Honda,Civic,VI,1.5 MT (115 л.с.),2021-05-12 02:20:20.721200+03:00,1620775220,1998,№ 1103049754,механическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,125 000 ₽,2 года и 7 месяцев
седан,синий,Авто полностью на ходу! Во владении 3 годаПродаёться всвязи с переездом На все вопросы отвечу по телефонуПишите с 9:00 до 23:00 ежедневно Звоните по будням включая субботу после 19:00 в воскресенье с 9:00 до 23:00 по МСК Торг уместен Из числа замен это:- гидроусилитель руля (немецкий)- датчик педали газа с дросельной заслонкой (японский оригинал),2.4 л / 190 л.с. / Бензин,2.4 л , 190 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4772527/2026541f87deea24a6350e8a1bd67dcb/1200x900', 'km-age': 253260, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 190, 'price': 540000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2006}",253 260 км,Б/у,Honda,Accord,VII Рестайлинг,2.4 AT (190 л.с.),2021-05-12 02:20:21.482115+03:00,1620775221,2006,№ 1103290284,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,540 000 ₽,2 года и 8 месяцев
седан,серый,Продаю авто в отличном состояние вложение не требует владею с 2014 года ,2.0 л / 155 л.с. / Бензин,2.0 л , 155 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMVLeojmMqiOLsUyzPGCO6DLHTWlpQZFMLgv_yuP4TRJvqQR9GPqsuCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 240000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 155, 'price': 470000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 2007}",240 000 км,Б/у,Honda,Accord,VII Рестайлинг,2.0 MT (155 л.с.),2021-05-12 02:20:22.308888+03:00,1620775222,2007,№ 1103377082,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,470 000 ₽,5 лет и 11 месяцев
седан,коричневый,"Авто в хорошем состоянии, на ходу.    В апреле пройдено ТО, Замена масла в коробке, в двигателе, Замена тормозных дисков , задних колодок. В 2020 году проведено антикоррозийное покрытие всего кузова.Обслуживание в АвтоРусь, чеки при продаже предоставлю.2 Комплекта резины в хорошем состоянии (16 радиус).2 ключа. Видеорегистратор с камерой заднего вида. Вложений не требует.Уважаемые перекупы, просьба, не беспокоить. ",2.0 л / 155 л.с. / Бензин,2.0 л , 155 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSK-4omMCiY7MenzPIA-qAcHeKk5AQGsHhs_KgO9KIL_mSQtWMqMyCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 295000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 155, 'price': 550000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",295 000 км,Б/у,Honda,Accord,VII Рестайлинг,Sport 2.0 AT (155 л.с.),2021-05-12 02:20:23.091182+03:00,1620775223,2007,№ 1103235533,автоматическая,3 или более,Оригинал,передний,Правый,Не требует ремонта,Растаможен,550 000 ₽,5 лет и 11 месяцев
хэтчбек 5 дв.,чёрный,"Автомобиль для своих лет в отличном состоянии1500км назад заменены масло, все фильтры Крыша панорамная, салон кожа, полная комплектацияМагнитола с сенсорным экраномНе перекуп, машиной владею почти 3 года",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSK-wrnsGiY7MbnmTCVO-DInPWwZAZQMbttfauOdeCcP2fEdLb_Z6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 290000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 400000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2008}",290 000 км,Б/у,Honda,Civic,VIII Рестайлинг,AMT 1.8 AMT (140 л.с.),2021-05-12 02:20:23.929620+03:00,1620775223,2008,№ 1103407173,роботизированная,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,400 000 ₽,
седан,чёрный,"Автомобиль на ходу, ТО делалось вовремя и регулярно. По двигателю и коробки все исправно работает как часы, ходовая целая. Торг уместен, реальному покупателю у капота.",2.0 л / 155 л.с. / Бензин,2.0 л , 155 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSLuAuk8GiNuEUzWrJUO3TdiKHnMUcE5Dn4_GvbYHRIPyfRIHbqs6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 225000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 155, 'price': 500000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2005}",225 000 км,Б/у,Honda,Accord,VII,2.0 AT (155 л.с.),2021-05-12 02:20:24.701152+03:00,1620775224,2005,№ 1103300838,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,500 000 ₽,1 год и 2 месяца
седан,чёрный,Я собственникВ хорошем состоянииМенял только масло и фильтра как купилБатарея новая 2020 года Резина летняя новаяПробег роднойТорг у капота(за бампер скину) Продаю в связи с ипотекой ,1.3 л / 95 л.с. / Гибрид,1.3 л , 95 л.с. , Гибрид,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'HYBRID', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMUJegsk8qiZLRImDPJAeyELXODncNPEpPh5KSuNoOEIv_HRIOK-MyCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 202500, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 95, 'price': 455000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'VARIATOR', 'type': '', 'year': 2007}",202 500 км,Б/у,Honda,Civic,VIII,Hybrid 1.3hyb CVT (95 л.с.),2021-05-12 02:20:25.422027+03:00,1620775225,2007,№ 1103236204,вариатор,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,455 000 ₽,
внедорожник 5 дв.,зелёный,"Авто на отличном ходу,полный привод работает,два комплекта колес на летье,масло не ест,есть вопросы,звоните,я собственник",2.0 л / 145 л.с. / Бензин,2.0 л , 145 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4772527/975ecec4898dafbb304c715a2fcf2dc0/1200x900', 'km-age': 170000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CR_V', 'modelName': 'CR-V', 'power': 145, 'price': 355000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 1998}",170 000 км,Б/у,Honda,CR-V,I,2.0 MT (145 л.с.) 4WD,2021-05-12 02:20:25.973925+03:00,1620775225,1998,№ 1103419309,механическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,Растаможен,355 000 ₽,
седан,серый,Перекупщиков просьба не беспокоить.,1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4372543/62e8adf9a6c501fc79b1f20fa5a36e94/1200x900', 'km-age': 217000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 550000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2009}",217 000 км,Б/у,Honda,Civic,VIII,1.8 AT (140 л.с.),2021-05-12 02:20:26.654829+03:00,1620775226,2009,№ 1103298985,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,550 000 ₽,11 месяцев
седан,чёрный,"Пишите, звоните всю правду расскажу. Брали для семьи, но по семейным обстоятельством срочно продаём, машина для своих лет 👍. ",2.4 л / 190 л.с. / Бензин,2.4 л , 190 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hYUJeAvnMyiNrVNnGOSAOnQcSTQwJQYG8Hns_asbNHUJ_CTRNSJ-JqCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 265000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 190, 'price': 495000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2005}",265 000 км,Б/у,Honda,Accord,VII,2.4 AT (190 л.с.),2021-05-12 02:20:27.314407+03:00,1620775227,2005,№ 1103347450,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,495 000 ₽,
хэтчбек 5 дв.,зелёный,"Пpoдaётся легендарный англоцивик, в не сaмом плoхом сoстoянии, двигатeль и коpoбкa paботают на 4, мaслo замeнил 3к км нaзад, cалoн нeмного нe досoбран, по ocени пoлнoстью пeрeвapивaлacь и пoдкpaшивалась. Тaкжe были заменeны тоpмoзные трубки на задние колёca, зaмeнены кoлoдки в кpуг, в задних суппортах заменены цилиндры. В догонку отдам набор грм, прокладку клапанной крышки. Продаю срочно хороший торг!!!",1.5 л / 90 л.с. / Бензин,1.5 л , 90 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4366239/7683e1812e5fe92b20f69089a0193829/1200x900', 'km-age': 216000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 90, 'price': 105000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1995}",216 000 км,Б/у,Honda,Civic,V,1.5 MT (90 л.с.),2021-05-12 02:20:27.900665+03:00,1620775227,1995,№ 1103145000,механическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,105 000 ₽,
седан,чёрный,"Продам ласточку в очень хорошем состояние, двигатель шепчет , масло не ест, коробка переключает плавно , ходовая не гремит, не стучит, ездит тихо плавно и спокойно, когда надо , то конечно газует. 6-ступенчатая коробка передач. Пробег 249, но проедет ещё оч много, машина ни разу не подводила и не подведёт. Куда надо , туда и домчит без каких либо нареканий. По кузову есть незначительные паучки, как никак 2007 года машина, это не удивительно.За машину не стыдно , приезжайте , смотрите. Г. Тверь Вложении не требует.Перекупов и Салоны прошу не беспокоить! Резина зима на штампе/ лето на 16 литье.",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4383474/d0b1e0684858d7936fe10d391774cae1/1200x900', 'km-age': 243000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 430000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 2007}",243 000 км,Б/у,Honda,Civic,VIII,1.8 MT (140 л.с.),2021-05-12 02:20:28.592988+03:00,1620775228,2007,№ 1102154112,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,430 000 ₽,
хэтчбек 5 дв.,серебристый,"Продаю СВОЙ автомобиль! Во владении год . 3 владелец , машина была в салоне . Из окрасов - 2 бампера , передний красил сам , есть фотографии причины покраса (притёрла газель, ничего криминального) , реальный пробег ~180 (крутили в салоне 45т) , робот обслужен , масло замена каждые 5т (лично сделал 2 полных т.о с заменой всех жидкостей и заменой всех фильтров ) . Кузов не в идеале , имеются следы эксплуатации,машина 2008 года как никак . 2 комплекта колёс на 17 литьё (взял новый комплект , так как старые оставляли желать лучшего , диски Япония , НЕ Китай ), зима проехала 5т , на фото зима , сейчас уже на лете . Так же поставил блютуз модуль . Фары выцвели благодаря ксенону . Есть вмятина на крыле , досталась от предыдущего хозяина , трогать не стал . Заправляюсь Лукойл/Газпром возможно для кого-то важно . За все время эксплуатации ни разу не подвела , не напугала. Расход 8 (езжу только в черте города ) .На площадку не поставлю , передвигаюсь ежедневно . Если что-то забыл указать , звоните расскажу все что знаю . P.s есть купленный отчёт , если нужен , скину . ",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMVKu4im82iZrFKnzPCBr6JInbWw5VKE8Dg5vT4PtfRcqmQRYLd-pmCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 133300, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 425000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2008}",133 300 км,Б/у,Honda,Civic,VIII Рестайлинг,AMT 1.8 AMT (140 л.с.),2021-05-12 02:20:29.339544+03:00,1620775229,2008,№ 1103248110,роботизированная,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,425 000 ₽,
седан,серебристый,"Получилось так что придётся с ней расстаться, много чего в ней сделал, поменял, доработал. На данный момент машина в полном техническом рабочем состоянии! каждые 5000 тысяч меняю масло.  2 комплекта колёс на дисках, летняя резина новый триангл на Work Emoution R18. Зимняя резина на штатном литьё R16. 2 комплекта ключей, оригинал птс, сервисная книжка в наличии. Установлен обвес Mugen по кругу, установлены Сплитера, на зиму все снимаю, спортивные сидения Recaro, штатные сидения отдаю соответсвенно, подвеска от civic typeR, штатную подвеску в рабочем состоянии отдаю тоже,  потолок и руль перетянут в алькантару и кожу напа ,накладки на педали, Ева коаюврики в салоне и в богажном отделении соответсвенно, все безопасность на месте, любые проверки, установлена акустическая система на 150000+ рублей. Литий титанат 1 секция. Куплены чехлы и вставки в двери с подлокотниками для установки к сожалению я уже не буду устанавливать. Установлена Блютус магнитора, так же Блютус установлен и в штатную магнитолу, она работает. Можно даже ее слушать. Звонить 8915428035 Евгений . Торг у капота. Я четвёртый хозяин. Рыж нету нигде, за машиной слежу, за неё не стыдно.",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hYYJewpm8qiMbNKnmOTAOqBICKKlclPEcOz4fOsO4TSI_rFE9GM_MiCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 300000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 590000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2006}",300 000 км,Б/у,Honda,Civic,VIII,1.8 AT (140 л.с.),2021-05-12 02:20:30.192952+03:00,1620775230,2006,№ 1102174705,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,590 000 ₽,
хэтчбек 5 дв.,чёрный,"Два комплекта колёс, зима лето на дисках, зима шипы. ",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMZL-ktn8-iOLJPnTTJAOqBIH6AlsIeG8Hh5Kepa9aBdPvDRYPc_syCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 228780, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 410000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2008}",228 780 км,Б/у,Honda,Civic,VIII,1.8 AMT (140 л.с.),2021-05-12 02:20:30.954153+03:00,1620775230,2008,№ 1103411086,роботизированная,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,410 000 ₽,
седан,серебристый,"Продаю надёжный автомобиль, салон чистый не курили. Установлена сигнализация с обратной связью. Продаётся на другом литье на 15. Присутствуют рыжики. Торг при осмотре, возможен обмен. ",1.9 л / 115 л.с. / Бензин,1.9 л , 115 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hURL-ook8yiNrcbm2OXVbnTJSLXnMYbG8Hh4veqP4WBIvmeFdOGqMiCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 333743, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'ACCORD', 'modelName': 'Accord', 'power': 115, 'price': 160000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1997}",333 743 км,Б/у,Honda,Accord,V,1.9 MT (115 л.с.),2021-05-12 02:20:31.595270+03:00,1620775231,1997,№ 1087552214,механическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,Растаможен,160 000 ₽,6 лет и 2 месяца
седан,серебристый,"Автомобилем владею 6 лет не подводил, причина продажи - замена на более вместительный автомобиль. Замена масла в моторе каждые 5-8 тысяч масло 5w30; в коробке - каждые 30-45 тысяч оригинал, двигатель масло не расходует . Рейка без звуков, подушки двигателя недавно поменяны. Выведен AUX и USB. Сигнализация с автозапуском. Дополнительно установлены противотуманные фары. Осмотр в городе Жуковский.",1.8 л / 140 л.с. / Бензин,1.8 л , 140 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4762348/d0d879f2cce9330b5d1b3de09c5088a6/1200x900', 'km-age': 170000, 'mark': 'HONDA', 'markName': 'Honda', 'model': 'CIVIC', 'modelName': 'Civic', 'power': 140, 'price': 450000, 'puid2': '3155', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2006}",170 000 км,Б/у,Honda,Civic,VIII,1.8 AT (140 л.с.),2021-05-12 02:20:32.444264+03:00,1620775232,2006,№ 1103336834,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,Растаможен,450 000 ₽,6 лет
