bodyType,color,description,engine,engineDisplacement,enginePower,fuelType,equipment_dict,mileage,card_type,brand,model_name,model_name2,name,datetime,parsing_unixtime,productionDate,sell_id,vehicleTransmission,Владельцы,Владение,ПТС,Привод,Руль,Состояние,Таможня,price
седан,чёрный,"Владею aвтомобилем с мая 2017 года. Автомобиль за исключением багажника весь в родной краске. Всегда cвоeвpeмeннo обслуживался, осенью были поменяны передние тормозные диски и колодки в круг. По двигaтeлю, кoрoбке прoблем и нареканий нeт. Оригинальный пpoбeг.ПТC оригинал, по факту я 2-й владелец, но записей в птс больше в связи с перевесами номеров. Штрафов и ограничений на авто нет. В комплекте 2 ключа, комплект летней резины (на фото), а также комплект зимних колес в сборе с дисками. Цена снижена в связи с тем, что, как сказали в сервисе, нужно поменять косточки стабилизатора спереди и левый рулевой наконечник, так же имеются царапины на капоте и верхней части крышки багажника (ночью во дворе хулиганы поцарапали). Также на автомобиле висит номер *444**197, цена за него обсуждается отдельно! Если номер не нужен, то я его сниму. Все интересующие вопросы по телефону. Аргументированный торг у капота. ",2.5 л / 231 л.с. / Бензин,2.5 л , 231 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4438129/69550fc548d3ce5d618a0d32d0ab2134/1200x900', 'km-age': 295000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 231, 'price': 850000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2012}",295 000 км,Б/у,Volvo,S80,II Рестайлинг,2.5 AT (231 л.с.),2021-05-12 02:17:42.548058+03:00,1620775062,2012,№ 1103359290,автоматическая,2 владельца,4 года,Оригинал,передний,Левый,Не требует ремонта,Растаможен,850 000 ₽
внедорожник 5 дв.,чёрный,"Куплен новым 25.122007 за нал. По ПТС 1 владелец, по факту ездил отчим, я и супруга ( после кого и появились небольшие царапины, вмятины на капоте и правой передней двери. Причина продажи ипотека.",2.4 л / 185 л.с. / Дизель,2.4 л , 185 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4365524/796d7790876e8e111ab7935f4307ae0f/1200x900', 'km-age': 190000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 185, 'price': 800000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2007}",190 000 км,Б/у,Volvo,XC90,I Рестайлинг,2.4d AT (185 л.с.) 4WD,2021-05-12 02:17:43.299205+03:00,1620775063,2007,№ 1103199223,автоматическая,1 владелец,13 лет и 5 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен,800 000 ₽
седан,серебристый,"Машина в идеальном состоянии. Технически исправна. Масло меняется каждые 8000 км. Сварен впуск и сделан полностью выхлоп из нержи. Два комплекта резины на дисках. Лето 18, зима 16. На машине красились три детали бампер передний и задний и переднее правое крыло. Место осмотра Люберцы или метро Измайловская. 4 владельца, первые три владельца Машина была в одной семье, 4 это я покупал у друга",3.0 л / 286 л.с. / Бензин,3.0 л , 286 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMZJe4onMyiZLBImDDBBurTdH6FnJcQEce34aetOdGIIPGSFtGI_p6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 203000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 286, 'price': 680000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2008}",203 000 км,Б/у,Volvo,S80,II,3.0 AT (286 л.с.) 4WD,2021-05-12 02:17:44.092038+03:00,1620775064,2008,№ 1094662434,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,680 000 ₽
внедорожник 5 дв.,пурпурный,Личный автомобиль прошу не путать личное и не морочить головуПриходим смотрим проверяем !Номер не продается ,2.5 л / 210 л.с. / Бензин,2.5 л , 210 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hURKeEsn86iMuAdyjbCVL7QInbQw5RKF5O24qf9OobTJamURdTc_56CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 255000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 210, 'price': 650000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2006}",255 000 км,Б/у,Volvo,XC90,I Рестайлинг,2.5 AT (210 л.с.) 4WD,2021-05-12 02:17:44.820144+03:00,1620775064,2006,№ 1093892176,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,650 000 ₽
внедорожник 5 дв.,чёрный,"Я второй владелец. На кузове есть небольшие сколы, задний фонарь под замену. Скол на лобовом стекле.  Сделаю скидку при осмотре для устранения недочетов. Новая летняя резина. ",2.5 л / 210 л.с. / Бензин,2.5 л , 210 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4035980/166cc07b0db9f41fb8eaa10718ca727b/1200x900', 'km-age': 222000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 210, 'price': 1113000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2012}",222 000 км,Б/у,Volvo,XC90,I Рестайлинг,2.5 AT (210 л.с.) 4WD,2021-05-12 02:17:45.567642+03:00,1620775065,2012,№ 1102972242,автоматическая,2 владельца,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 113 000 ₽
седан,белый,"Автомобиль куплен мной в 2008 году, хранился только в гараже. БОльшую часть времени простоял в консервации, поэтому такой небольшой оригинальный пробег, зимой не эксплуатировался. Множество родных запчастей, в ДТП не участвовал. В подтверждение на фото можно увидеть родное лобовое стекло. Автомобиль в прекрасном состоянии, полностью на ходу. Комплект зимних шин в подарок.Продаю сам, свой личный авто. В помощи по продаже не нуждаюсь",2.3 л / 131 л.с. / Бензин,2.3 л , 131 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4219430/ee4742a5f6492b7d32c2c608c713faa0/1200x900', 'km-age': 150409, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': '940', 'modelName': '940', 'power': 131, 'price': 500000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 1993}",150 409 км,Б/у,Volvo,940,1988-1998,2.3 AT (131 л.с.),2021-05-12 02:17:46.226275+03:00,1620775066,1993,№ 1103068906,автоматическая,2 владельца,13 лет и 2 месяца,Оригинал,задний,Левый,Не требует ремонта,Растаможен,500 000 ₽
седан,голубой,"Автомобиль 1991 года выпуска, первый владелец- крупное юридическое лицо, достался от отца. Переоформлен на дочь.  С документами всё нормально. В нормальном для своего года состоянии. Стоит три года без движения в гараже. Запускается с полоборота, двигается без проблем. Тормозов нет. Жидкости все на месте.Торг возможен.",2.3 л / 115 л.с. / Бензин,2.3 л , 115 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4706517/c2959a6f97691776ba58fee201f1edf1/1200x900', 'km-age': 159534, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': '240_SERIES', 'modelName': '240 Series', 'power': 115, 'price': 120000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1991}",159 534 км,Б/у,Volvo,240 Series,1974-1993,2.3 MT (115 л.с.),2021-05-12 02:17:46.977217+03:00,1620775066,1991,№ 1103464165,механическая,3 или более,3 года и 10 месяцев,Оригинал,задний,Левый,Не требует ремонта,Растаможен,120 000 ₽
внедорожник 5 дв.,коричневый,"Не битый, не крашеный. Нет ни одной крашеной детали.Из недостатков: трещина на лобовом стекле, скол на заднем правом крыле, необходима замены летней резины (диски оригинальные отдам). Все остальное в рабочем и исправном состоянии.Торг обсуждается при осмотре.Автосалоны просьба не беспокоить.",2.4 л / 163 л.с. / Дизель,2.4 л , 163 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMWK-opn8GiMLtOnDfFAOSHcSSAxsAeR5XksaCgOIKDIK6fFNONq5mCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 153000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC60', 'modelName': 'XC60', 'power': 163, 'price': 1250000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2012}",153 000 км,Б/у,Volvo,XC60,I,2.4d AT (163 л.с.) 4WD,2021-05-12 02:17:47.755143+03:00,1620775067,2012,№ 1103343579,автоматическая,3 или более,4 года и 10 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 250 000 ₽
седан,чёрный,"Автомобиль в отличном состоянии. До 120т.км. обслуживался у дилера. Все расходники менялись в срок. Достойная комплектация: датчик дождя, света, большой дисплей, громкая связь, система предотвращения столкновений, парктроник спереди и сзади и мн.др. С автомобилем отдам комплект сезонной резины. Согласен на любые проверки в пределах ЮВАО.",2.0 л / 180 л.с. / Бензин,2.0 л , 180 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMRLuwrk8-iOedIzGXIVLzQIXCFxsJNR5e2s6D7OtiJIqzDQ9KHr8iCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 158000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S60', 'modelName': 'S60', 'power': 180, 'price': 930000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2013}",158 000 км,Б/у,Volvo,S60,II,2.0 AT (180 л.с.),2021-05-12 02:17:48.562218+03:00,1620775068,2013,№ 1103123982,автоматическая,3 или более,4 года и 2 месяца,Оригинал,передний,Левый,Не требует ремонта,Растаможен,930 000 ₽
универсал 5 дв.,красный,"Продаю настоящего шведа, надёжного и безопасного. 2012 модельный год. Автомобиль в отличном техническом состоянии, без дефектов лакокрасочного покрытия, реальный пробег. Я второй собственник, владею с 2017 года. Первый собственник оформлял в лизинг на свою организацию с последующим оформлением на себя. Автомобиль полностью обслужен в сервисе Вольво, имеются заказ-наряды. Климат-контроль, салон- черная кожа в отличном состоянии. Регулировка передних сидений электрическая. Все жидкости менялись строго по регламенту, в.т.ч. АКПП. Заправлялся только качественным дизтопливом. 2 комплекта резины, задние парктроники. Предпусковой подогреватель Webasto, адаптивные фары,электро-регулировка и складывание зеркал. 2 комплекта ключей. Автосалонам и перекупам не звонить, обмен не предлагать. РАЗУМНЫЙ торг у КАПОТА.",2.4 л / 163 л.с. / Дизель,2.4 л , 163 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4473469/f55915f22aca1d40786c95c0299c0f25/1200x900', 'km-age': 227500, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC70', 'modelName': 'XC70', 'power': 163, 'price': 1090000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2011}",227 500 км,Б/у,Volvo,XC70,II,2.4d AT (163 л.с.) 4WD,2021-05-12 02:17:49.406610+03:00,1620775069,2011,№ 1103226035,автоматическая,3 или более,4 года,Дубликат,полный,Левый,Не требует ремонта,Растаможен,1 090 000 ₽
универсал 5 дв.,чёрный,"Второй собственник в России. Машину в 2006 году привезли из Америки. ПТС оригинал. Много документов осталось от первого владельца.В 2019 году сделано большое ТО. -тормозные диски+ колодки-насос Гура-очень много по подвеске-замена масел в раздатке, коробке, редукторах-замена свечей-полная замена вентиляции картерных газов с промывкой-замена правого переднего привода-переборка разрадки-полное ТО халдекса- замена топливного насоса.- ещё много много всего, новых запчастей больше чем старых в машине.Сейчас на зимней резине. Установлен газ, но не зарестрирован.Есть косяки по кузову, нужно варить глушитель. Машина практически не ездила с декабря. Торг.До 11.05.2021 нахожусь в командировке. Просьба не звонить","2.5 л / 210 л.с. / Бензин, газобаллонное оборудование",2.5 л , 210 л.с. ," Бензин, газобаллонное оборудование","{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4473469/48eb816d4d607427dc6980f21551ed92/1200x900', 'km-age': 385000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC70', 'modelName': 'XC70', 'power': 210, 'price': 350000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2003}",385 000 км,Б/у,Volvo,XC70,I,2.5 AT (210 л.с.) 4WD,2021-05-12 02:17:50.188840+03:00,1620775070,2003,№ 1103226482,автоматическая,2 владельца,5 лет и 1 месяц,Оригинал,полный,Левый,Не требует ремонта,Растаможен,350 000 ₽
внедорожник 5 дв.,чёрный,Машина в очень хорошем состояние.По факту я 4 владелец.Много что нового и сделанного.Обмен на легковой автомобиль.Рассмотрю вариант.Ключь в ключь.Доплата в обе стороны .Обмен на тягач ,2.5 л / 210 л.с. / Бензин,2.5 л , 210 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/3932535/b4d74e4d5f8ad8581f8ae9cfe984ec7a/1200x900', 'km-age': 250000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 210, 'price': 850000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2007}",250 000 км,Б/у,Volvo,XC90,I Рестайлинг,2.5 AT (210 л.с.) 4WD,2021-05-12 02:17:50.941783+03:00,1620775070,2007,№ 1103176651,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,850 000 ₽
купе,синий,"В целом авто в хорошем состоянии! Установлено много новых запчастей, в основном подвеска! Так же в комплекте с авто запчасти к задней подвеске! Денег не жалел, а она не скромничела!)) покупал только оригинал! Проведено много профилактических работ в подкапотном пространстве, в ходе которых практически ничего не выявилось, за исключением подшипников генератора и ответной крышки к нему... Машина конечно требует внимания, но в основном по кузову.. Это не ржавчина и гниль, это мелкие коцки на бамперах и. Самая боль это царапка на заднем крыле.. Не сильно, но глаз режет. По салону всё в родне! Музыка конечно тоже! Играет хорошо, и смысла пахабить китайщиной лично я не вижу. Сидухи не рваные, не просиженые.Есть трещина на лобовом стекле(досталась в комплекте от прошлого хозяина) Китай ставить не хотел, а оригинал убил ""конь ценой"" .. Короче привык к трещине)Мотор отличный! В красной зоне при мне не работал! Я не юнец и к тачке с вниманием и уважением! Коробка отличная! Мешалка на месте, ходит строго по схеме! Колёса оригинал R17! На этих фото не они.. Новые фотки загружу в ближайшее время. Всё что выложил, возвращать не собираюсь, но и дешевить не буду! В машине ещё много жизни и она стоит вложений.. Поторгуюсь за реальные вещи и сам на них укажу! Ограничения должны быть, но я с ними борюсь!)  Собственно они и явились причиной душеразрывающего расставания с этим Автомобилем. Недостающую сумму по долгу закрою при вас и пожмём руки,! ",2.4 л / 193 л.с. / Бензин,2.4 л , 193 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2045363/f50f03302560ab224b3fe5cd7366fd51/1200x900', 'km-age': 320000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'C70', 'modelName': 'C70', 'power': 193, 'price': 300000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1998}",320 000 км,Б/у,Volvo,C70,I,2.4 MT (193 л.с.),2021-05-12 02:17:51.747451+03:00,1620775071,1998,№ 1096653984,механическая,3 или более,2 года и 3 месяца,Дубликат,передний,Левый,Не требует ремонта,Растаможен,300 000 ₽
внедорожник 5 дв.,чёрный,"Машина не смотря на дубликат ПТС была в 1 руках, из-за смены юр.лиц и последующего списания на физ.лицо. Честный пробег. Большую часть пробега автомобиль использовали для региональных командировок, последние 5 лет эксплуатация в городском режиме. На кузове имеются сколы в разных частях. Торг у капота.",3.2 л / 238 л.с. / Бензин,3.2 л , 238 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hYUK-8jmMyiZbRNmDDDB-_QIiHWlsMcQsa25vT6a4WDI_6TEoGG-52CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 356134, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 238, 'price': 600000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2007}",356 134 км,Б/у,Volvo,XC90,I Рестайлинг,3.2 AT (238 л.с.) 4WD,2021-05-12 02:17:52.437826+03:00,1620775072,2007,№ 1103158370,автоматическая,3 или более,2 года и 4 месяца,Дубликат,полный,Левый,Не требует ремонта,Растаможен,600 000 ₽
внедорожник 5 дв.,чёрный,"Продам машину в отличном состоянии, есть 2 маленьких не дочета по кузову, ничего критичного и на езду не влияет. В целом машина в достойном состоянии, проблем нет, юридически чистая. Вложений не требует никаких, сел и поехал. Комплект зимней резины в подарок. Скинул цену из-за срочности. Торга больше нет. ",2.4 л / 185 л.с. / Дизель,2.4 л , 185 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4391738/b1cb5c0a5a05b28d2e0105327da9f474/1200x900', 'km-age': 98000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC90', 'modelName': 'XC90', 'power': 185, 'price': 985000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2008}",98 000 км,Б/у,Volvo,XC90,I Рестайлинг,2.4d AT (185 л.с.) 4WD,2021-05-12 02:17:53.234106+03:00,1620775073,2008,№ 1103312833,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,985 000 ₽
универсал 5 дв.,коричневый,"Причина продажи — МИНИВЕН НУЖЕН Комплект зимних шин в подарок. Куплена не в кредит. Своевременное обслуживание.КУПИЛ В РОЛЬФЕ НА АЛТУШКЕ,ЗА НАЛ.ЮР, ЧИСТ.ВСЁ РАБОТАЕТ ИСПРАВНО. СЛЕДИЛ ЗА МАШИНОЙ.ВСЕ ВОПРОСЫ ПО ТЕЛЕФОНУ. ПРОСЬБА САЛОНАМ И  ПЕРЕКУПАМ НЕ БЕСПОКОИТЬ ЦЕНИТЕ ВАШЕ И МОЁ ВРЕМЯ.С ПРОДАЖЕЙ НЕ ТОРОПЛЮСЬ.",3.2 л / 238 л.с. / Бензин,3.2 л , 238 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2023743/d675649e947a11644377fc1bbd565884/1200x900', 'km-age': 268000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC70', 'modelName': 'XC70', 'power': 238, 'price': 875000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2008}",268 000 км,Б/у,Volvo,XC70,II,3.2 AT (238 л.с.) 4WD,2021-05-12 02:17:53.990607+03:00,1620775073,2008,№ 1103337699,автоматическая,3 или более,1 год и 1 месяц,Оригинал,полный,Левый,Не требует ремонта,Растаможен,875 000 ₽
седан,чёрный,"Три владельца, очень хорошее состояние, красилась почти сразу после покупки, один раз в 2012 году у официалов Вольво, причина - упала труба на заднее стекло и крышку багажника, заднее стекло - оригинал, крышку заменили, красили полностью в круг кроме крыши, выкрашена была в завод. Знаю всю историю автомобиля, так как предыдущие два владельца мне знакомы. Пробег реальный, на 240 000 км сделано большое ТО по регламенту включая обслуживание коробки. Из последнего, новая летняя резина, новый насос гур. Ни чего не гремит, не стучит, все работает как должно работать. Фары в броне. Обмен возможен только на land cruiser 100 с моей доплатой, другое не интересно. Салоны и перекупы мимо.",2.5 л / 231 л.с. / Бензин,2.5 л , 231 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQUK-wvksCiZOIYyWvJBuXTIyPWxpUaFcHjtvGsOtKGIf6XFdCL_5yCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 260000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'S80', 'modelName': 'S80', 'power': 231, 'price': 790000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2011}",260 000 км,Б/у,Volvo,S80,II Рестайлинг,2.5 AT (231 л.с.),2021-05-12 02:17:54.808501+03:00,1620775074,2011,№ 1103317308,автоматическая,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,790 000 ₽
внедорожник 5 дв.,коричневый,"Собственник . Эксплуатируется ежедневно, все опции работают . Готов ответить на ваши вопросы . Торг возможен но только при встрече .",2.4 л / 185 л.с. / Дизель,2.4 л , 185 л.с. , Дизель,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMRKu8unMCiZbodzWuVAOSDJHXWkcgcQMS2sKT9bdnRL_DEFYbbqpmCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 260000, 'mark': 'VOLVO', 'markName': 'Volvo', 'model': 'XC60', 'modelName': 'XC60', 'power': 185, 'price': 925000, 'puid2': '3198', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2008}",260 000 км,Б/у,Volvo,XC60,I,2.4d AT (185 л.с.) 4WD,2021-05-12 02:17:55.615541+03:00,1620775075,2008,№ 1103067963,автоматическая,3 или более,8 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен,925 000 ₽
